Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Model Data,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,16,1,Inf,119,0,0,119,0,Yes,,,,
DM Wireless LLC,PUERTO RICO,8373.165402,Fixed wireless,50,5,Inf,59.99,0,0,59.99,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,50,4,Inf,149,0,0,149,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,2,0.5,Inf,24.95,0,0,24.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,3,0.5,Inf,35.99,0,0,35.99,0,Yes,,,,
"Liberty Cablevision of Puerto Rico, LLC",PUERTO RICO,83097.29914,Cable,70,7,Inf,56.99,0,0,56.99,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,10,1,Inf,99,0,0,99,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,4,0.5,Inf,39.95,0,0,39.95,0,Yes,,,,
"Liberty Cablevision of Puerto Rico, LLC",PUERTO RICO,340898.5833,Cable,500,30,Inf,171.99,0,0,171.99,0,Yes,,,,
"Liberty Cablevision of Puerto Rico, LLC",PUERTO RICO,340898.5833,Cable,70,7,Inf,56.99,0,0,56.99,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,30,3,Inf,139,0,0,139,0,Yes,,,,
WORLDNET TELECOMMUNICATIONS,PUERTO RICO,41548.64957,Fixed wireless,50,5,Inf,199.95,0,0,199.95,0,Yes,,,,
"Critical Hub Networks, Inc.",PUERTO RICO,148903.8539,FTTH,300,300,Inf,68.99,0,0,68.99,0,Yes,,,,
"Liberty Cablevision of Puerto Rico, LLC",PUERTO RICO,83097.29914,Cable,20,2,Inf,41.99,0,0,41.99,0,Yes,,,,
WORLDNET TELECOMMUNICATIONS,PUERTO RICO,41548.64957,DSL,120,10,Inf,149.95,0,0,149.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,2,0.5,Inf,24.95,0,0,24.95,0,Yes,,,,
"Liberty Cablevision of Puerto Rico, LLC",PUERTO RICO,340898.5833,Cable,200,20,Inf,78.99,0,0,78.99,0,Yes,,,,
WORLDNET TELECOMMUNICATIONS,PUERTO RICO,41548.64957,Fixed wireless,10,1,Inf,69.95,0,0,69.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,30,3,Inf,139,0,0,139,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,4,0.5,Inf,39.95,0,0,39.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,30,3,Inf,139,0,0,139,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,3,0.5,Inf,35.99,0,0,35.99,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,10,1,Inf,99,0,0,99,0,Yes,,,,
DM Wireless LLC,PUERTO RICO,16746.3308,Fixed wireless,4,2,Inf,42.49,0,0,42.49,5,Yes,,,,
"Liberty Cablevision of Puerto Rico, LLC",PUERTO RICO,83097.29914,Cable,500,30,Inf,171.99,0,0,171.99,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,16,1,Inf,119,0,0,119,0,Yes,,,,
"Liberty Cablevision of Puerto Rico, LLC",PUERTO RICO,83097.29914,Cable,70,7,Inf,56.99,0,0,56.99,0,Yes,,,,
WORLDNET TELECOMMUNICATIONS,PUERTO RICO,83097.29914,Fixed wireless,10,10,Inf,399.95,0,0,399.95,0,Yes,,,,
DM Wireless LLC,PUERTO RICO,8373.165402,Fixed wireless,30,3,Inf,59.99,0,0,59.99,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,5,0.5,Inf,59.95,0,0,59.95,0,Yes,,,,
WORLDNET TELECOMMUNICATIONS,PUERTO RICO,41548.64957,Fixed wireless,25,25,Inf,639.95,0,0,639.95,0,Yes,,,,
WORLDNET TELECOMMUNICATIONS,PUERTO RICO,41548.64957,Fixed wireless,25,5,Inf,149.95,0,0,149.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,3,0.5,Inf,35.99,0,0,35.99,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,50,4,Inf,149,0,0,149,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,30,3,Inf,139,0,0,139,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,8,1,Inf,95,0,0,95,0,Yes,,,,
DM Wireless LLC,PUERTO RICO,16746.3308,Fixed wireless,10,2,Inf,54.99,0,0,54.99,10,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,20,3,Inf,129,0,0,129,0,Yes,,,,
WORLDNET TELECOMMUNICATIONS,PUERTO RICO,41548.64957,DSL,20,2,Inf,89.95,0,0,89.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,4,0.5,Inf,39.95,0,0,39.95,0,Yes,,,,
WORLDNET TELECOMMUNICATIONS,PUERTO RICO,83097.29914,Fixed wireless,5,5,Inf,299.95,0,0,299.95,0,Yes,,,,
WORLDNET TELECOMMUNICATIONS,PUERTO RICO,41548.64957,Fixed wireless,3,3,Inf,199.95,0,0,199.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,3,0.5,Inf,35.99,0,0,35.99,0,Yes,,,,
WORLDNET TELECOMMUNICATIONS,PUERTO RICO,41548.64957,DSL,40,3,Inf,99.95,0,0,99.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,30,3,Inf,139,0,0,139,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,3,0.5,Inf,35.99,0,0,35.99,0,Yes,,,,
DM Wireless LLC,PUERTO RICO,16746.3308,Fixed wireless,100,10,Inf,79.99,0,0,79.99,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,3,0.5,Inf,35.99,0,0,35.99,0,Yes,,,,
DM Wireless LLC,PUERTO RICO,16746.3308,Fixed wireless,2,1,Inf,32.49,0,0,32.49,5,Yes,,,,
WORLDNET TELECOMMUNICATIONS,PUERTO RICO,20774.32478,Fixed wireless,20,2,Inf,99.95,0,0,99.95,0,Yes,,,,
"Critical Hub Networks, Inc.",PUERTO RICO,148903.8539,FTTH,1000,1000,Inf,70,0,0,70,0,Yes,,,,
DM Wireless LLC,PUERTO RICO,16746.3308,Fixed wireless,20,3,Inf,69.99,0,0,69.99,20,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,2,0.5,Inf,24.95,0,0,24.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,20,3,Inf,129,0,0,129,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,20,3,Inf,129,0,0,129,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,16,1,Inf,119,0,0,119,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,4,0.5,Inf,39.95,0,0,39.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,5,0.5,Inf,59.95,0,0,59.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,148903.8539,DSL,20,3,Inf,129,0,0,129,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,8,1,Inf,95,0,0,95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,2,0.5,Inf,24.95,0,0,24.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,2,0.5,Inf,24.95,0,0,24.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,16,1,Inf,119,0,0,119,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,50,4,Inf,149,0,0,149,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,50,4,Inf,149,0,0,149,0,Yes,,,,
WORLDNET TELECOMMUNICATIONS,PUERTO RICO,83097.29914,Fixed wireless,20,20,Inf,499.95,0,0,499.95,0,Yes,,,,
"Critical Hub Networks, Inc.",PUERTO RICO,148903.8539,FTTH,10,2,Inf,15,0,0,15,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,16,1,Inf,119,0,0,119,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,5,0.5,Inf,59.95,0,0,59.95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,30,3,Inf,139,0,0,139,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,83097.29914,DSL,8,1,Inf,95,0,0,95,0,Yes,,,,
"Puerto Rico Telephone Company, Inc.",PUERTO RICO,340898.5833,DSL,10,1,Inf,99,0,0,99,0,Yes,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
